Date,ShareLink,ShareCommentary,idea
2023-12-04 14:47:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7137452454878580736,"42% of my Medium followers came in just 1 month (out of 3 years of writing). ""
""""
""50% of my YouTube earnings are from just 1 video (out 44). ""
""""
""And there is a single explanation for this—Power Laws 😱 ""
""""
""A Power Law distribution has the key property that a small minority of members drive the statistics. ""
""""
""👉 In my latest YouTube video, I break down how to detect Power Laws in real-world data and share example Python code analyzing data from my social media accounts. ""
""""
""--""
""What are some other examples of data following a Power Law? 🤔 ""
""""
""#statistics #powerlaws #datascience #dataanalytics ""
""""
""https://lnkd.in/gGyf98yK",
2023-12-01 13:49:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7136350693170323456,"I’m meeting up with (Data) Entrepreneurs in Nashville.. you in? ""
""""
""📣 The Data Entrepreneurs are hosting their first-ever in-person meet-up (outside of Dallas)! ""
""""
""We have meets planned throughout next weekend (Dec 8-10) in Nashville 🤝 ""
""""
""So, if you're near (or willing to travel to) Nashville, join us and socialize with fellow data entrepreneurs. ""
""""
""👉 Register here: https://lu.ma/gbrgz6dp ""
""""
""#dataentrepreneur #meetup #entrepreneurship",
2023-11-30 14:55:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7136004712549535745,"This is the most common question I get from beginners trying to break into data analytics👇""
""""
""How would you learn if you had to start over today? ""
""""
""While there are many ways to learn, one thing that was a game-changer for me was doing a project with REAL-world data 🌎 ""
""""
""Here are 3 ways I did it""
""""
""1) Volunteered at a university research group 👨‍🔬 ""
""""
""2) Grabbed sales data from my dad’s business and built him dashboards 📊""
""""
""3) Did a class project where the data was scraped from the internet (instead of downloaded from Kaggle) 💻 ""
""""
""--""
""How else can beginners get experience with real-world data? ""
""""
""#dataanalytics #datascience #forbeginners",
2023-11-28 16:41:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7135306843035222017,"There are 2 types of data that every data scientist needs to know about. ""
""""
""These are what author Nassim Nicholas Taleb calls Mediocristan and Extremistan. ""
""""
""Mediocristan is the land of Gaussian-like things 🔔 ""
""""
""This type of data has the property that no single observation will significantly impact the aggregate statistics e.g. weight, height, test scores. ""
""""
""The other type of data is from Extremistan, which is the land of power laws (i.e. a Pareto distribution) 🙅 ""
""""
""In contrast to Mediocrostan, in Extremistan, a single observation can (and often will) drive the aggregate statistics e.g. wealth, sales, pandemics. ""
""""
""This map visualizes different distributions across this conceptual landscape 👇""
""""
""#datascience #statistics #fattails",
2023-11-27 17:09:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7134951350009794560,"I hit 5k subs on YouTube! 🥳🥳🥳 ""
""""
""👉 As a thank you, I’ve made ALL my “member-only” Medium blogs freely available via friend links in the description of the relevant YouTube videos. ""
""""
""I had to do this manually for every video, so if you find a blog I missed, let me know, and I’ll share the friend link. ""
""""
""Thanks again to everyone who subscribed! I'm looking forward to the next chapter toward 10k 😁""
""""
""#youtube #medium #contentcreation",
2023-11-24 14:58:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7133831152729026561,"Power laws (e.g. Pareto distributions) break many of our favorite statistical tools. ""
""""
""While awareness can help us avoid these problems, it is not always clear what distribution some given data follow in practice. ""
""""
""In my latest blog, I describe how to objectively detect Power Laws from real-world data using Python 🐍 ""
""""
""I use this method to determine whether the following quantities ""truly"" fit a Power Law distribution 👇 ""
""""
""👀 LinkedIn Impressions ""
""📰 Monthly Followers gained on Medium ""
""💰YouTube Video Earnings ""
""""
""Thanks to Towards Data Science for publishing this most recent series ""
""""
""#statistics #datascience #python""
""""
""https://lnkd.in/gjsH_Hcy",
2023-11-22 14:50:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7133104554446901248,"Do NOT become an entrepreneur.""
""""
"".. if you can’t handle these 3 things 👇 ""
""""
""1) Failure—while no one “likes” failure, you still need to be able to move forward when berated by it. ""
""""
""2) Uncertainty—it’s like paving a path, but you don’t (really) know where you’re going or how to get there. ""
""""
""3) Managing yourself—being your own boss requires discipline (and occasionally awkward 1:1s). ""
""""
""However, if you can manage these things, entrepreneurship might be for you 😉 ""
""""
""👉 What else would you add to this list? ""
""""
""#entrepreneurship #failure #success",
2023-11-21 15:15:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7132748485749075968,"You’ve probably heard of the so-called “80–20 rule,” i.e. “80% of sales come from 20% of customers”. ""
""""
""However, this isn’t something limited to sales and marketing. ""
""""
""This idea (qualitatively) pops up in many other quantities e.g. wealth 💰, city populations 🏙️ , deaths in pandemics 🦠, and more.   ""
""""
""While this has raised some controversy over the statistical details underlying some of these data (illustrated below), this all boils down to one thing—fat tails. ""
""""
""👉 The way I like to think about it is that “fat-tailedness” is the degree to which rare events drive the aggregate statistics of a distribution. ""
""""
""For example, the heights of adult males (i.e. a Gaussian distribution) are not fat-tailed, while the incomes of adult males (i.e. a Pareto-like distribution) are. ""
""""
""What are some other fat-tailed quantities? 🤔""
""""
""#statistics #8020rule #fattails",
2023-11-20 15:15:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7132386049326010370,"I’ve recently been chatting with (many) AI and data science consultants about how they navigate early-stage client interactions. ""
""""
""Here are 3 key takeaways from these conversations 👇 ""
""""
""1️⃣ Don’t skip the Discovery Phase—this helps avoid building too fast and solving the wrong problem. ""
""""
""2️⃣ Always ask “why?” e.g. Why is this important for your business? Why do this now? Why me?—this simultaneously uncovers context and the core problem. ""
""""
""3️⃣ Find your lead source—While there are many ways to get clients (e.g. referrals, Upwork, content, cold outreach), most run their business with just one method. ""
""""
""👉 What are your best practices for early-stage stakeholder engagements? ""
""""
""#datascience #AI #consulting #projectmanagement",
2023-11-17 14:42:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7131290428154269696,"One of the biggest problems in using ""standard"" statistical techniques to analyze Power Laws is that quantities like mean, standard deviation, variance, correlation, etc. all have little practical significance.""
""""
""This all stems from one thing—insufficient data.""
""""
""👉 In my latest YouTube video, I explain why our common statistical tools fail when applied to power laws and how we can look out for them.""
""""
""Check it out and let me know what you think 👇 ""
""""
""#statistics #dataanalytics #datascience #paretoprinciple ""
""""
""https://lnkd.in/g3VeMT6F",
2023-11-16 14:39:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130927386212106240,"Last weekend, I sat down with top data freelancers for a panel discussion about freelancing in data science.""
""""
""Here's what we discussed 👇 ""
""""
"">  Niching""
"">  Lead generation""
"">  ""Productizing"" a data service""
"">  Getting to the root cause of client problems""
"">  How to stay motivated (especially early on)""
""... and more.""
""""
""Here's a clip where the panelists share their strategies for getting clients.""
""""
""👉 The full recording is available on The Data Entrepreneurs YouTube channel (link in the comments)""
""""
""A big thank you to Nick Gallo, Matteo Hoch, EA, and Dimitri Visnadi for sharing their experiences with the community!""
""""
""#freelance #freelancertips #datascience #dataanalytics ""
""",
2023-11-15 14:50:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7130567694587744257,"I am on a mission to get 100 “no”s ❌ ""
""""
""Some context—A few months back, I left my corporate data science job to go all-in on entrepreneurship. ""
""""
""The thing I love (and hate) about entrepreneurship is that it often requires you to go (way) outside of your comfort zone 😅 ""
""""
""I am now at a point where I have to lean into one of my biggest discomforts… SALES 😱 ""
""""
""So far, I have solely relied on my inbound marketing (i.e. getting leads from my content). ""
""""
""While this strategy has many benefits, it also has drawbacks...""
""""
""For one, you can’t predict when (or how many) leads will come in. ""
""""
""👉 This is why I’m pursuing a new outbound sales goal: Get 100 “no”s ""
""""
""I got this from sales guru (and my pretend older brother) Alex Hormozi, who said the best way to get good at sales is not to try to get a “yes” but to get 100 “no”s. ""
""""
""While the ultimate goal is to get clients, the more immediate (and important) goal is to learn (the hard way). ""
""""
""Any tips for getting started? 🤓 ""
""""
""#freelance #datascience #sales #marketing",
2023-11-14 14:47:02,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7130204484978307073,"There is a point in every entrepreneur's journey where they must take a leap.""
""""
""However, the timing of such a decision is not always so clear 🤔""
""""
""Last week, I sat down with 📝Jacqueline DeStefano-Tangorra, CPA📊 to discuss her journey from corporate to entrepreneurship.""
""""
""Here is a clip from that discussion where she shares what she needed to see before she was comfortable taking the full leap 🚀""
""""
""You can watch the full interview now on The Data Entrepreneurs YouTube channel (link in comments 👇)""
""""
""#entrepreneurship #freelancer #founders #dataanalytics",
2023-11-13 14:32:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7129838324013301760,"Statistics is the bedrock of science and data analysis. ""
""""
""However, many of our favorite statistical approaches are useless when dealing with a particular class of data—Power Laws 😮 ""
""""
""In my most recent blog, I give a beginner-friendly guide to Power Laws and lay out 3 problems with using traditional statistical methods to analyze them. ""
""""
""❌ Problem 1: The Mean is Meaningless—even in large sample it is not representative ""
""""
""❌ Problem 2: Regression Doesn’t Work—when rare events drive the statistics, prediction is hard (and sometimes impossible) ""
""""
""❌ Problem 3: Payoffs Diverge from Probabilities—being wrong 1 time can cancel out being right 99 times (and then some). ""
""""
""Check it out and let me know what you think 👇""
""""
""#statistics #datascience #fattails #paretoprinciple ""
""""
""https://lnkd.in/gAJBt4yj",
2023-11-10 14:53:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7128756480056426497,"Hot take—Don’t study generative AI 🔥""
""""
""Those early in their career have asked me, “What’s the best degree for breaking into AI?” 🤔""
""""
""While I don’t think there is a “best” path that works for everyone, there are more fragile paths than others. ""
""""
""Here’s my rule of thumb—when trying to establish foundational knowledge, the older the subject, the better 📕>📱""
""""
""This is based on something called the Lindy Principle, which says the “life expectancy” of a field is proportional to its current age. ""
""""
""For example—math has been around for ~5,000 years, so Lindy says it’ll be around for a few more millennia 🤓""
""""
""Conversely, ”Generative AI” has been around for ~1 year, so odds are it’ll be around for another year or so 🤖""
""""
""#generativeAI #AI #datascience",
2023-11-09 15:03:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7128396667082469378,"Freelancing is something that many data professionals have considered at one point or another. ""
""""
""However, knowing where to start can be a challenge for those new to it 🤔""
""""
""👉 I’m excited to announce that I will sit down with top data freelancers this Saturday (Nov 11) at 11 AM CST for a live panel discussion! ""
""""
""The panel will feature Nick Gallo, Matteo Hoch, EA, and Dimitri Visnadi, focusing on common freelance questions. ""
""""
""Join us live for the Q&A and learn from these seasoned freelancers 👇""
""""
""🔗 Register here: https://lu.ma/w1murhrm",
2023-11-08 15:08:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7128035494583554049,"I often receive messages from potential clients asking me how they can use LLMs to solve some niche business problem. ""
""""
""For many, the problem could be solved with a custom chatbot built using clever prompt engineering and augmented by domain knowledge (i.e. RAG) 🤖 ""
""""
""Last week, this would have required about 3 months to build a POC. ""
""""
""📣 On Monday, however, OpenAI announced an update that makes this 3-month project a 3-hour task. ""
""""
""And the most incredible part is NO coding is required. ""
""""
""With the new Assistants API, users can build custom chatbots augmented with tools and domain knowledge, all through a simple GUI 🤯 ""
""""
""👉 While this might mean fewer leads for my consulting business, I am much more excited for all the business problems that will be solved given the (substantially) lowered barrier to entry for using AI in practice. ""
""""
""— ""
""Are you going to be using the new API for anything? 🤔 ""
""""
""#AI #LLM #chatbot #RAG ""
""""
""Announcement Keynote:",
2023-11-07 15:06:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7127672657319251968,"Freelancing is something more and more data professionals are exploring. ""
""""
""While freelance can be a rewarding career in itself, for many, it serves as a springboard for larger endeavors 🚀 ""
""""
""This Thursday, Nov 9th at 11AM CDT, I’ll be sitting down with 📝Jacqueline DeStefano-Tangorra, CPA📊, to discuss how she transitioned from data freelancer to founder. ""
""""
""📝Jacqueline is the founder and CEO of Omni Business Intelligence Solutions (""OBIS"") and a top talent on Upwork. ""
""""
""👉 Join us live on Thursday and ask 📝Jacqueline all your (data) entrepreneurship questions!""
""""
""🔗 Register here: https://lu.ma/3es6i2i8""
""""
""#datascience #dataanalytics #freelance #entrepreneurship",
2023-11-06 16:57:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7127338330802835456,"This is the most significant innovation in machine learning. ""
""""
""Back in the day (i.e. ~5 years ago), if you wanted to build a model, you needed to ask—how can I label training data at scale? 😮‍💨 ""
""""
""However, in today’s ML landscape, you might ask yourself a different question—what existing models could I fine-tune? 🔧  ""
""""
""Fine-tuning is taking an existing model and tweaking it for a particular use case. ""
""""
""👉 The key upside of this approach is that models can achieve better performance while requiring (far) fewer manually labeled examples. ""
""""
""For example, OpenAI’s InstructGPT models were fine-tuned from GPT-3 using ~10,000X fewer tokens, yet the models demonstrate significantly better performance 📈""
""""
""But this isn’t limited to LLMs...""
""""
""And with the rich ecology of ML models available these days, building a niche state-of-the-art model has never been more accessible 🚀 ""
""""
""#AI #machinelearning #finetuning",
2023-11-03 13:54:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7126204941420965888,"When I tell people I left a 6F data science job to become an entrepreneur, they almost always ask me the same question.""
""""
""WHY? 😮 ""
""""
""While landing a job in data science is ""the dream life"" for many, it comes with some unexpected realities.""
""""
""In my latest blog post, I reflect on these realities and on my journey to becoming a full-time entrepreneur 🚀 ""
""""
""Check it out and let me know what you think 👇 ""
""""
""#datascience #entrepreneurship #dataentrepreneur""
""""
""https://lnkd.in/dKMj5hAx",
2023-11-02 13:53:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7125842377348456448,"Now is an incredible time to be working with AI and ML. ""
""""
""The rapid pace of innovation has created huge opportunities for those who are either technical or entrepreneurial or both (what I call a data entrepreneur). ""
""""
""These opportunities boil down to one thing: use AI to improve existing business processes 📈 ""
""""
""While this can take many forms, here are three general directions I see.""
""""
""1️⃣ Use AI to improve other people’s businesses (i.e. consulting) ""
""2️⃣ Use AI to improve your business ""
""3️⃣ Build an AI product that can improve many businesses ""
""""
""👉 The “best” path is largely dependent on your current knowledge, which I like to partition along the axes of “Technical Knowledge” and “Domain Knowledge”. ""
""""
""Which quadrant do you consider yourself in? 👇 ""
""""
""#AI #ML #entrepreneurship #dataentrepreneur",
2023-11-01 13:50:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7125479137149927424,"Last weekend, I met up with Data Entrepreneurs. ""
""""
""It was a great reminder of the power of connecting with others in the field, regardless of whether they are “ahead of you” or “behind you” 🤝""
""""
""➡️ Connecting with those “ahead” gives you insight into what’s to come and what to avoid. ""
""""
""⬅️ Connecting with those “behind” allows you to reflect on your journey and can remind you of important lessons. ""
""""
""Thanks to everyone who made it out (despite the bad weather)! ""
""Aamir Karim Harikrishna Dev KRUTRTH GANATRA Abhinav Anand Ryan Turley Matthew Blasa Miné Ejayeriese Anala Reddy ""
""""
""The turnout was incredible, can’t wait for the next one 😁 ""
""""
""#dataentrepreneurs #networking #event",
2023-10-31 13:55:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7125118190866599936,"Deep learning is a black box!..""
""""
"".. perhaps not for long 🤔 ""
""""
""I recently came across Mechanistic Interpretability via a discussion with Neel Nanda on Machine Learning Street Talk.""
""""
""Mechanistic Interpretability (or Mech Interp) is all about studying how deep neural networks actually work 🔎🧠 ""
""""
""I am halfway through the podcast and have already learned much about this emerging line of work. ""
""""
""Here are 3 things I’ve learned 👇""
""""
""1️⃣ Grokking - the phenomenon of a model (suddenly) transitioning from a memorization strategy to a generalization strategy ""
""""
""2️⃣ Circuits - subnetwork components that perform a distinct (and interpretable) computation ""
""""
""3️⃣ Probing - the process of identifying circuits in a neural network ""
""""
""👉 This (IMO) takes the explainable AI movement to another level and will be essential to the future of AI. ""
""""
""A big thank you to MLST and Neel for the incredible content! 🙏 ""
""""
""#AI #explainableAI #interpretableAI""
""""
""https://lnkd.in/gwUTTSiP",
2023-10-30 16:27:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7124794044639051776,"What is money to you?""
""""
""This was the 1st question Ifeoma Ahuna and I discussed on the newly released Get Paid to Live Podcast 🎙""
""""
""💁🏾‍♀️ Ify's take was money = access. It allows one to unlock feelings, freedoms, and other things of value.""
""""
""🧔🏻‍♂️ My take was that money can be a distraction if it is not one's ultimate objective. However, it is a strong signal from one's environment that they are providing value.""
""""
""What's your take? 🤔 ""
""""
""--""
""You can watch Episode 0 of the podcast now on YouTube!""
""""
""Check it out 👇 ""
""""
""#podcast #youtube ""
""""
""https://lnkd.in/gbABJzpe",
2023-10-27 14:05:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7123670940437147648,"I (once again) paid data freelancers to talk to me. ""
""""
""Here are my key takeaways 👇 ""
""""
""1. Clarity of Scope 💡>  — don’t commit until you have clarity. This will help avoid many potential pitfalls of freelance work and ensure that work provides value to both sides. ""
""""
""2. Never stop learning (both technical and non-technical skills) 🤓 — whether learning a new technology or improving how you communicate with clients, continual learning is required in data freelancing. ""
""""
""3. Find a niche, but have back doors 🚪— don’t niche yourself out of a job, and don’t try to be everything to everyone. Find the right balance that matches your goals and market demands. ""
""""
""👉 I discuss these conversations in greater detail in my latest YouTube video. ""
""""
""Check it out and let me know what you think 🤔 ""
""""
""#datascience #freelancing #mentorship #upwork ""
""""
""https://lnkd.in/gFra9S3z",
2023-10-26 13:42:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7123302941326790656,"My fiancee (Ifeoma Ahuna) and I have decided to take the next step in our relationship and… ""
""""
""START A PODCAST! 🎙️ ""
""""
""The Podcast is called “Get Paid to Live”, where we have conversations with everyday dreamers and reflect on our journeys toward building our dream lives. ""
""""
""👉 This Saturday, Oct 28, we will be releasing our 0th episode on YouTube (and Spotify)""
""""
""Subscribe to the YouTube channel so you don’t miss an episode! 😁 ""
""""
""Link in comments 👇",
2023-10-25 13:45:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7122941218023477249,"If you are near (or willing to travel to) Dallas-Fort Worth and want to connect with entrepreneurs in the world of data and AI...""
""""
"".. check this out 👇""
""""
""👉 This Saturday (Oct 28) at 2 PM, The Data Entrepreneurs are getting together at the Frisco Rail Yard!""
""""
""Enjoy the cool Texas weather (while you can) and network with fellow data entrepreneurs 😎 ""
""""
"" 🔗 Register here: https://lu.ma/1kww6nun",
2023-10-24 13:43:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7122578381266702336,"Six months ago, I spent $675.92 to talk to top data science freelancers on Upwork. ""
""""
""While this might sound like an expensive way to learn, I’ve found it to be an unreasonably effective way to accelerate my freelance journey 🚀 ""
""""
""Given the high market value of data science skills, any tactical tips that make me a more effective consultant can quickly translate to tremendous value 📈 ""
""""
""This is why it was an easy decision to get back on Upwork and pay more data freelancers to talk to me.""
""""
""👉 I summarize my key learnings from this 2nd round of conversations in a recent Medium article. ""
""""
""Check it out and let me know what you think 👇 ""
""""
""#datascience #freelance #upwork #datascientist ""
""""
""https://lnkd.in/gJr3uqg9",
2023-10-23 15:02:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7122235732617789440,"Bringing together automation, Python, and LLMs is one of the most significant opportunities of our time.""
""""
""🤖 + 🐍 + 📚 = 📈 ""
""""
""This was Jérémy's message to practitioners in his recent workshop in The Data Entrepreneurs community.""
""""
""ICYMI: Last Friday, Jérémy Ravenel talked about how to automate anything with Python and LLMs.""
""""
""👉 The full recording is now available on The Data Entrepreneurs YouTube channel.""
""""
""Link in the comments 👇",
2023-10-20 13:47:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7121129906624724992,"3 months ago, I left my 6F data science job to go all in on entrepreneurship. ""
""""
""While it’s been challenging in many ways, I’ve found it to be even more rewarding. ""
""""
""In my latest YouTube video, I recap how the past 3 months have gone and share my plan for the next 3 months to get back to my 6F salary 💸 ..""
""""
"".. but now as an entrepreneur.""
""""
""Check it out and let me know what you think 👇 ""
""""
""#entrepreneurship #datascience #dataentrepreneur ""
""""
""https://lnkd.in/gNq6wQEc",
2023-10-19 14:05:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7120772052780797952,"Last week, I was invited to be part of a panel discussion hosted by Data Science Club at UTDallas.""
""""
""The discussion was geared toward aspiring data scientists and how to break into the field. ""
""""
""One of the key talking points was the importance of getting real-world experience to increase your chances of landing a DS role 📈 ""
""""
""However, this can often bring up the (frustrating) story of “you need experience to get a job, but you need a job to get experience.” ""
""""
""To help resolve this, here are 5 ways to become a data scientist beyond (prior) work experience 👇 ""
""""
""1) Education 🤓 — Most data scientists I’ve met have some additional training beyond an undergraduate degree. ""
""""
""2) Independent Projects 🧑‍💻— An effective (and cost-free) way to learn is to pursue independent projects you find interesting with data from the real world. ""
""""
""3) Content Creation ✍️ — Make content about data science topics and projects. I find this is not only a great way to learn but also a great way to show your skills and competence. ""
""""
""4) LinkedIn (networking) 🧑‍💼— Simply being more active on LinkedIn is a great way to increase your exposure to peers and potential employers. A key point is that you may not necessarily need to develop your skills further. Simply conveying the skills you already have might be enough. ""
""""
""5) Freelancing 🤝 — This is a personal favorite for me. Even if you don’t get any contracts, the pace of freelance contracts is much faster than full-time roles. This means you get many more reps fine-tuning your resume, writing cover letters, and doing interviews freelancing than otherwise. ""
""""
""— ""
""Thank you to Data Science Club at UTDallas for hosting us! It was a pleasure speaking to the next generation of data scientists and meeting the other esteemed panelists! (Vamsi Nellutla, Mohammad Tayabur Rahman, PhD)""
""""
""#datascience #jobsearch #howtogethired",
2023-10-18 13:33:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7120401436005330946,"New LLM Workshop 📣  ""
""""
""The Data Entrepreneurs have another workshop this week all about using LLMs in practice.""
""""
""This Friday (Oct 20) at 11AM CDT Jérémy Ravenel will be giving a talk on how to automate just about anything with Python and LLMs 🐍💻 ""
""""
""Jérémy is the CEO and founder of naas.ai, an all-in-one data platform designed to become the universal solution for all technical backgrounds 🌎 ""
""""
""Join us live for hands-on examples and an audience Q&A! ""
""""
""👉 Register here: https://lu.ma/xvofw13f ""
""""
""#AI #Python #LLMs #event",
2023-10-17 13:52:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7120043807781388288,"“When you have a hammer, everything looks like a nail.”""
""""
""Meaning when you have a powerful tool (e.g. LLMs), it’s easy to go around trying to wack every problem with it 🔨 🔨 🔨 ""
""""
""While technical expertise is necessary, it is not sufficient for effectively solving problems with AI.""
""""
""Another necessary ingredient is knowing which problem to solve 💡 ""
""""
""👉 This past Saturday, I led a workshop where I discussed how entrepreneurs can approach using LLMs to solve business problems based on their technical and domain knowledge.""
""""
""Here is a clip from the workshop 👇 ""
""""
""The full recording is now available on The Data Entrepreneurs YouTube channel (link in comments) ""
""""
""#AI #LLMs #Entrepreneurship #dataentrepreneur""
""",
2023-10-16 13:54:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7119681950205845504,"I was recently part of a panel discussion geared toward helping aspiring data scientists try to break into the field. ""
""""
""One of the key points from this discussion was the importance of including “real-world” data science projects in your portfolio. ""
""""
""While this sounds simple enough, it may not be so obvious how to do it when first getting started 🤓 ""
""""
""Here are 3 ways I worked with real-world data before applying to my first data science job.""
""""
""1️⃣ Independent (class) project: built a web scrapper (Python) to grab Billboard’s top 100 songs of the year and their respective wiki pages to build an artist/producer collaboration network. ""
""""
""2️⃣ Research: joined a research group on-campus where we collected, filtered, and analyzed all our own data, including physiological data (e.g. EEG, ECG, eye tracking) and environmental data (e.g. light spectra, temperature, air quality) ""
""""
""3️⃣ Local business: grabbed sales data from my dad’s car dealership and generated Tableau dashboards to analyze which vehicles tended to “sit” longer than others ""
""""
""👉 While situations will vary, my take is that any aspiring data scientist can (and should) have at least 1 data science project on their portfolio that is free from ""curated and cleaned” data. ""
""""
""— ""
""What are some other ways students can start getting hands-on experience with real-world data science projects? 👇 ""
""""
""#datascience #learning #howtobecomeadatascientist",
2023-10-15 22:54:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7119455521643909120,"A few weeks back, I spoke with a 7F AI entrepreneur who summed up what I had been feeling for the past several months.""
""""
""""If you work in AI/ML, now is not the time to be on the sidelines."" (paraphrasing)""
""""
""The point is that we now have an environment where the demand for (and power of) AI is greater than ever before, which presents massive opportunities for entrepreneurs in this space 🚀 ""
""""
""This all boils down to one thing: using AI to improve existing business practices.""
""""
""👉 In a recent blog post, I discuss these opportunities in the context of LLMs from (both) a technical and entrepreneurial perspective.""
""""
""Check it out and let me know what you think 👇 ""
""""
""#AI #entrepreneurship #dataentrepreneur #LLMs""
""""
""https://lnkd.in/ggy8r3qs",
2023-10-13 13:41:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7118591508252950529,"I am 3 months into my entrepreneurial journey. ""
""""
""While my income (so far) has only been a fraction of what I made as a full-time data scientist 😅 ""
""""
""So many unpredictable (and good) things have happened these past few months 👇""
""""
""💸 I landed my 1st inbound client (i.e. they reached out to me) ""
""📰 My medium blog went viral and generated (almost) $1000 in earnings in 1 month ""
""📈 The Data Entrepreneurs (a small community I started) went from 5 to over 250 subscribers on YouTube!""
""""
""I don’t say this to brag (it is actually pretty unimpressive in the grand scheme of things), but to hopefully demonstrate to people that if you have an idea of what your dream life looks like… ""
""""
"".. GO AFTER IT. ""
""""
""It’s easy to get so wrapped up in “what can go wrong” that we completely disregard what can go right. ""
""""
""And when you are moving toward something meaningful to you, there is a lot that can go right ✅ ""
""""
""--""
""What does your dream life look like? 🤔 ""
""""
""#entrepreneurship #datascience #livingthedream",
2023-10-11 13:41:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7117866853137338368,"With all the LLM excitement post-ChatGPT, we’re now in an environment where the demand for (and power of) AI is greater than ever before. ""
""""
""This presents tremendous opportunities for entrepreneurs in this space 🚀""
""""
""👉 I’m excited to announce that this Saturday (Oct 14) at 11AM CDT, I will be giving a public talk as part of The Data Entrepreneurs workshop series. ""
""""
""The workshop will synthesize key points from my 6-part LLM video/blog series specifically for an audience of (data) entrepreneurs. ""
""""
""Join us live and ask me all your LLM questions! ""
""""
""🔗 Registration link: https://lu.ma/m6xkq0ba ""
""""
""#AI #event #entrepreneurship #dataentrepreneur",
2023-10-10 13:53:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7117507506209222657,"While fine-tuning a model is much cheaper (financially and computationally) than building one from scratch, retraining all the parameters in a large language model can still be a tremendous undertaking. ""
""""
""This is where so-called Parameter Efficient Fine-tuning (PEFT) methods have become critical for practitioners 🧑‍💻 ""
""""
""One of the most popular PEFT methods is Low-Rank Adaptation or LoRA for short. ""
""""
""👉 LoRA fine-tunes an existing model by adding a (small) set of trainable parameters while keeping all the original parameters fixed. ""
""""
""This can result in 100X reduction in the number of trainable parameters without sacrificing performance 🤯 ""
""""
""I talk more about LoRA in a recent YouTube video all about fine-tuning LLMs. ""
""""
""Here is a clip from the video 👇 ""
""""
""#AI #LLM #generativeAI #ML",
